0,0
1,0.0193875408321358
2,0.0246074483122199
3,0.0278205070615408
4,0.0299863642693953
5,0.0314762656109393
6,0.0324828041166022
7,0.0331224381502856
8,0.033472696201604
9,0.0335887313817579
10,0.0335117330644678
11,0.033273624398325
12,0.0328998788784544
13,0.0324113056754826
14,0.0318252331032755
15,0.0311563225779141
16,0.0304171460059722
17,0.0296186062675065
18,0.0287702504417744
19,0.0278805077734527
20,0.0269568736112941
21,0.0260060537717224
22,0.0250340793894542
23,0.0240463994025433
24,0.0230479558409068
25,0.0220432457176247
26,0.0210363723566955
27,0.0200310882990078
28,0.0190308314250213
29,0.0180387555615578
30,0.0170577565629599
31,0.0160904946474706
32,0.0151394136096856
33,0.0142067574064151
34,0.0132945845169718
35,0.0124047804030673
36,0.0115390683332047
37,0.0106990187880504
38,0.00988605762398379
39,0.00910147313978869
40,0.0083464221646231
41,0.00762193526273522
42,0.00692892113084467
43,0.00626817024683576
44,0.00564035781267049
45,0.00504604601954017
46,0.0044856856485574
47,0.0039596170050093
48,0.00346807016749078
49,0.00301116451402499
50,0.00258890746409924
51,0.0022011923463381
52,0.00184779526326995
53,0.00152837077269001
54,0.00124244613216641
55,0.000989413747281931
56,0.000768521304812925
57,0.000578858822789135
58,0.000419341441887874
59,0.000288686080365079
60,0.000185378783451946
61,0.000107627019081458
62,5.32854181463907e-05
63,1.9728417987267e-05
64,3.59248276840096e-06
65,0
