"GEO.label","hhsize","prop"
"Ontario",1,0.251862657941015
"Ontario",2,0.32417665045867
"Ontario",3,0.164302645214685
"Ontario",4,0.160393697806959
"Ontario",5,0.0636019809698404
"Ontario",6,0.0356623676088311
