school.size,prop
25,0.0324336090552895
75,0.0470178493687418
125,0.0698737483674358
175,0.105354810622551
225,0.106878537222464
275,0.103178058336961
325,0.101001306051371
375,0.0770570309098825
425,0.0700914235959948
475,0.0539834566826295
525,0.0472355245973008
575,0.044405746626034
625,0.0293861558554636
675,0.0248149760557249
725,0.0248149760557249
775,0.0195907705703091
825,0.0119721375707444
875,0.0132781889420984
925,0.00957771005659556
975,0.00805398345668263
